day_name,month_name,created_date,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate,source
Thursday,July,2020-07-02,781,6893,6906.0,-13.0,-0.0019,1029381,0.0067,8377067,8182173.0,194894.0,0.0238,1349793690,0.0062,facebook
Friday,July,2020-07-03,769,7278,6893.0,385.0,0.0559,1036659,0.0071,7543580,8377067.0,-833487.0,-0.0995,1357337270,0.0056,facebook
Saturday,July,2020-07-04,715,5924,7278.0,-1354.0,-0.186,1042583,0.0057,6731712,7543580.0,-811868.0,-0.1076,1364068982,0.005,facebook
Sunday,July,2020-07-05,656,4980,5924.0,-944.0,-0.1594,1047563,0.0048,6363992,6731712.0,-367720.0,-0.0546,1370432974,0.0047,facebook
Monday,July,2020-07-06,679,5058,4980.0,78.0,0.0157,1052621,0.0048,7176737,6363992.0,812745.0,0.1277,1377609711,0.0052,facebook
Tuesday,July,2020-07-07,743,6096,5058.0,1038.0,0.2052,1058717,0.0058,7184314,7176737.0,7577.0,0.0011,1384794025,0.0052,facebook
Wednesday,July,2020-07-08,747,6587,6096.0,491.0,0.0805,1065304,0.0062,7206542,7184314.0,22228.0,0.0031,1392000567,0.0052,facebook
Thursday,July,2020-07-09,783,6502,6587.0,-85.0,-0.0129,1071806,0.0061,6806397,7206542.0,-400145.0,-0.0555,1398806964,0.0049,facebook
Friday,July,2020-07-10,755,6669,6502.0,167.0,0.0257,1078475,0.0062,8276389,6806397.0,1469992.0,0.216,1407083353,0.0059,facebook
Saturday,July,2020-07-11,705,5408,6669.0,-1261.0,-0.1891,1083883,0.005,6310598,8276389.0,-1965791.0,-0.2375,1413393951,0.0045,facebook
Sunday,July,2020-07-12,678,5180,5408.0,-228.0,-0.0422,1089063,0.0048,7235348,6310598.0,924750.0,0.1465,1420629299,0.0051,facebook
Monday,July,2020-07-13,760,6321,5180.0,1141.0,0.2203,1095384,0.0058,10140137,7235348.0,2904789.0,0.4015,1430769436,0.0071,facebook
Tuesday,July,2020-07-14,786,6655,6321.0,334.0,0.0528,1102039,0.0061,8914700,10140137.0,-1225437.0,-0.1209,1439684136,0.0062,facebook
Wednesday,July,2020-07-15,785,6951,6655.0,296.0,0.0445,1108990,0.0063,8783571,8914700.0,-131129.0,-0.0147,1448467707,0.0061,facebook
Thursday,July,2020-07-16,784,6922,6951.0,-29.0,-0.0042,1115912,0.0062,7738239,8783571.0,-1045332.0,-0.119,1456205946,0.0053,facebook
Friday,July,2020-07-17,764,6998,6922.0,76.0,0.011,1122910,0.0063,8053758,7738239.0,315519.0,0.0408,1464259704,0.0055,facebook
Saturday,July,2020-07-18,717,5620,6998.0,-1378.0,-0.1969,1128530,0.005,7761426,8053758.0,-292332.0,-0.0363,1472021130,0.0053,facebook
Sunday,July,2020-07-19,687,4838,5620.0,-782.0,-0.1391,1133368,0.0043,7162778,7761426.0,-598648.0,-0.0771,1479183908,0.0049,facebook
Monday,July,2020-07-20,747,6668,4838.0,1830.0,0.3783,1140036,0.0059,7785399,7162778.0,622621.0,0.0869,1486969307,0.0053,facebook
Tuesday,July,2020-07-21,771,6912,6668.0,244.0,0.0366,1146948,0.0061,7866667,7785399.0,81268.0,0.0104,1494835974,0.0053,facebook
Wednesday,July,2020-07-22,748,6702,6912.0,-210.0,-0.0304,1153650,0.0058,7497659,7866667.0,-369008.0,-0.0469,1502333633,0.005,facebook
Thursday,July,2020-07-23,800,6788,6702.0,86.0,0.0128,1160438,0.0059,8515881,7497659.0,1018222.0,0.1358,1510849514,0.0057,facebook
Friday,July,2020-07-24,788,7159,6788.0,371.0,0.0547,1167597,0.0062,8611509,8515881.0,95628.0,0.0112,1519461023,0.0057,facebook
Saturday,July,2020-07-25,707,5819,7159.0,-1340.0,-0.1872,1173416,0.005,7646523,8611509.0,-964986.0,-0.1121,1527107546,0.005,facebook
Sunday,July,2020-07-26,675,5255,5819.0,-564.0,-0.0969,1178671,0.0045,7296104,7646523.0,-350419.0,-0.0458,1534403650,0.0048,facebook
Monday,July,2020-07-27,710,5512,5255.0,257.0,0.0489,1184183,0.0047,7406732,7296104.0,110628.0,0.0152,1541810382,0.0048,facebook
Tuesday,July,2020-07-28,709,5861,5512.0,349.0,0.0633,1190044,0.0049,8135799,7406732.0,729067.0,0.0984,1549946181,0.0053,facebook
Wednesday,July,2020-07-29,758,7585,5861.0,1724.0,0.2941,1197629,0.0064,8412840,8135799.0,277041.0,0.0341,1558359021,0.0054,facebook
Thursday,July,2020-07-30,792,7142,7585.0,-443.0,-0.0584,1204771,0.006,7512116,8412840.0,-900724.0,-0.1071,1565871137,0.0048,facebook
Friday,July,2020-07-31,741,7027,7142.0,-115.0,-0.0161,1211798,0.0058,8664977,7512116.0,1152861.0,0.1535,1574536114,0.0055,facebook
Saturday,August,2020-08-01,706,5692,7027.0,-1335.0,-0.19,1217490,0.0047,7963606,8664977.0,-701371.0,-0.0809,1582499720,0.0051,facebook
Sunday,August,2020-08-02,674,5313,5692.0,-379.0,-0.0666,1222803,0.0044,6436275,7963606.0,-1527331.0,-0.1918,1588935995,0.0041,facebook
Monday,August,2020-08-03,743,6636,5313.0,1323.0,0.249,1229439,0.0054,7462830,6436275.0,1026555.0,0.1595,1596398825,0.0047,facebook
Tuesday,August,2020-08-04,757,6168,6636.0,-468.0,-0.0705,1235607,0.005,7466061,7462830.0,3231.0,0.0004,1603864886,0.0047,facebook
Wednesday,August,2020-08-05,780,6206,6168.0,38.0,0.0062,1241813,0.005,8313257,7466061.0,847196.0,0.1135,1612178143,0.0052,facebook
Thursday,August,2020-08-06,752,6676,6206.0,470.0,0.0757,1248489,0.0054,7318525,8313257.0,-994732.0,-0.1197,1619496668,0.0045,facebook
Friday,August,2020-08-07,767,7340,6676.0,664.0,0.0995,1255829,0.0059,8250792,7318525.0,932267.0,0.1274,1627747460,0.0051,facebook
Saturday,August,2020-08-08,709,6088,7340.0,-1252.0,-0.1706,1261917,0.0048,7611139,8250792.0,-639653.0,-0.0775,1635358599,0.0047,facebook
Sunday,August,2020-08-09,652,5153,6088.0,-935.0,-0.1536,1267070,0.0041,7543830,7611139.0,-67309.0,-0.0088,1642902429,0.0046,facebook
Monday,August,2020-08-10,724,6735,5153.0,1582.0,0.307,1273805,0.0053,7608695,7543830.0,64865.0,0.0086,1650511124,0.0046,facebook
Tuesday,August,2020-08-11,757,7312,6735.0,577.0,0.0857,1281117,0.0057,7667682,7608695.0,58987.0,0.0078,1658178806,0.0046,facebook
Wednesday,August,2020-08-12,745,5827,7312.0,-1485.0,-0.2031,1286944,0.0045,9580496,7667682.0,1912814.0,0.2495,1667759302,0.0058,facebook
Thursday,August,2020-08-13,746,6829,5827.0,1002.0,0.172,1293773,0.0053,8605569,9580496.0,-974927.0,-0.1018,1676364871,0.0052,facebook
Friday,August,2020-08-14,752,6918,6829.0,89.0,0.013,1300691,0.0053,8913614,8605569.0,308045.0,0.0358,1685278485,0.0053,facebook
Saturday,August,2020-08-15,691,5592,6918.0,-1326.0,-0.1917,1306283,0.0043,7509468,8913614.0,-1404146.0,-0.1575,1692787953,0.0045,facebook
Sunday,August,2020-08-16,659,5287,5592.0,-305.0,-0.0545,1311570,0.004,7576051,7509468.0,66583.0,0.0089,1700364004,0.0045,facebook
Monday,August,2020-08-17,733,6344,5287.0,1057.0,0.1999,1317914,0.0048,7757913,7576051.0,181862.0,0.024,1708121917,0.0046,facebook
Tuesday,August,2020-08-18,754,6561,6344.0,217.0,0.0342,1324475,0.005,7788291,7757913.0,30378.0,0.0039,1715910208,0.0046,facebook
Wednesday,August,2020-08-19,762,6589,6561.0,28.0,0.0043,1331064,0.005,7522674,7788291.0,-265617.0,-0.0341,1723432882,0.0044,facebook
Thursday,August,2020-08-20,763,7560,6589.0,971.0,0.1474,1338624,0.0057,7593495,7522674.0,70821.0,0.0094,1731026377,0.0044,facebook
Friday,August,2020-08-21,763,6741,7560.0,-819.0,-0.1083,1345365,0.005,7249104,7593495.0,-344391.0,-0.0454,1738275481,0.0042,facebook
Saturday,August,2020-08-22,693,5365,6741.0,-1376.0,-0.2041,1350730,0.004,7579781,7249104.0,330677.0,0.0456,1745855262,0.0044,facebook
Sunday,August,2020-08-23,669,5180,5365.0,-185.0,-0.0345,1355910,0.0038,7107762,7579781.0,-472019.0,-0.0623,1752963024,0.0041,facebook
Monday,August,2020-08-24,753,6787,5180.0,1607.0,0.3102,1362697,0.005,8264049,7107762.0,1156287.0,0.1627,1761227073,0.0047,facebook
Tuesday,August,2020-08-25,734,6875,6787.0,88.0,0.013,1369572,0.005,8014234,8264049.0,-249815.0,-0.0302,1769241307,0.0046,facebook
Wednesday,August,2020-08-26,763,6928,6875.0,53.0,0.0077,1376500,0.0051,7672062,8014234.0,-342172.0,-0.0427,1776913369,0.0043,facebook
Thursday,August,2020-08-27,775,6755,6928.0,-173.0,-0.025,1383255,0.0049,8822690,7672062.0,1150628.0,0.15,1785736059,0.005,facebook
Friday,August,2020-08-28,748,6778,6755.0,23.0,0.0034,1390033,0.0049,7787565,8822690.0,-1035125.0,-0.1173,1793523624,0.0044,facebook
Saturday,August,2020-08-29,691,5701,6778.0,-1077.0,-0.1589,1395734,0.0041,8597211,7787565.0,809646.0,0.104,1802120835,0.0048,facebook
Sunday,August,2020-08-30,666,5264,5701.0,-437.0,-0.0767,1400998,0.0038,7779541,8597211.0,-817670.0,-0.0951,1809900376,0.0043,facebook
Monday,August,2020-08-31,750,7088,5264.0,1824.0,0.3465,1408086,0.0051,7903887,7779541.0,124346.0,0.016,1817804263,0.0044,facebook
Tuesday,September,2020-09-01,782,7139,7088.0,51.0,0.0072,1415225,0.0051,8258326,7903887.0,354439.0,0.0448,1826062589,0.0045,facebook
Wednesday,September,2020-09-02,769,7178,7139.0,39.0,0.0055,1422403,0.0051,7712176,8258326.0,-546150.0,-0.0661,1833774765,0.0042,facebook
Thursday,September,2020-09-03,766,7301,7178.0,123.0,0.0171,1429704,0.0051,7640050,7712176.0,-72126.0,-0.0094,1841414815,0.0042,facebook
Friday,September,2020-09-04,705,5841,7301.0,-1460.0,-0.2,1435545,0.0041,7176807,7640050.0,-463243.0,-0.0606,1848591622,0.0039,facebook
Saturday,September,2020-09-05,697,5392,5841.0,-449.0,-0.0769,1440937,0.0038,6780764,7176807.0,-396043.0,-0.0552,1855372386,0.0037,facebook
Sunday,September,2020-09-06,664,5397,5392.0,5.0,0.0009,1446334,0.0037,7272109,6780764.0,491345.0,0.0725,1862644495,0.0039,facebook
Monday,September,2020-09-07,682,5760,5397.0,363.0,0.0673,1452094,0.004,6725114,7272109.0,-546995.0,-0.0752,1869369609,0.0036,facebook
Tuesday,September,2020-09-08,774,6996,5760.0,1236.0,0.2146,1459090,0.0048,8509642,6725114.0,1784528.0,0.2654,1877879251,0.0046,facebook
Wednesday,September,2020-09-09,793,7142,6996.0,146.0,0.0209,1466232,0.0049,7262017,8509642.0,-1247625.0,-0.1466,1885141268,0.0039,facebook
Thursday,September,2020-09-10,762,6448,7142.0,-694.0,-0.0972,1472680,0.0044,8142717,7262017.0,880700.0,0.1213,1893283985,0.0043,facebook
Friday,September,2020-09-11,761,6596,6448.0,148.0,0.023,1479276,0.0045,7948162,8142717.0,-194555.0,-0.0239,1901232147,0.0042,facebook
Saturday,September,2020-09-12,710,5797,6596.0,-799.0,-0.1211,1485073,0.0039,8720292,7948162.0,772130.0,0.0971,1909952439,0.0046,facebook
Sunday,September,2020-09-13,662,5244,5797.0,-553.0,-0.0954,1490317,0.0035,7058528,8720292.0,-1661764.0,-0.1906,1917010967,0.0037,facebook
Monday,September,2020-09-14,762,6535,5244.0,1291.0,0.2462,1496852,0.0044,7341284,7058528.0,282756.0,0.0401,1924352251,0.0038,facebook
Tuesday,September,2020-09-15,767,6583,6535.0,48.0,0.0073,1503435,0.0044,7016345,7341284.0,-324939.0,-0.0443,1931368596,0.0036,facebook
Wednesday,September,2020-09-16,771,7339,6583.0,756.0,0.1148,1510774,0.0049,7540369,7016345.0,524024.0,0.0747,1938908965,0.0039,facebook
Thursday,September,2020-09-17,775,7011,7339.0,-328.0,-0.0447,1517785,0.0046,8156160,7540369.0,615791.0,0.0817,1947065125,0.0042,facebook
Friday,September,2020-09-18,763,6961,7011.0,-50.0,-0.0071,1524746,0.0046,7325468,8156160.0,-830692.0,-0.1018,1954390593,0.0038,facebook
Saturday,September,2020-09-19,683,5485,6961.0,-1476.0,-0.212,1530231,0.0036,8301116,7325468.0,975648.0,0.1332,1962691709,0.0042,facebook
Sunday,September,2020-09-20,659,4814,5485.0,-671.0,-0.1223,1535045,0.0031,6791793,8301116.0,-1509323.0,-0.1818,1969483502,0.0035,facebook
Monday,September,2020-09-21,756,6923,4814.0,2109.0,0.4381,1541968,0.0045,7253803,6791793.0,462010.0,0.068,1976737305,0.0037,facebook
Tuesday,September,2020-09-22,758,6730,6923.0,-193.0,-0.0279,1548698,0.0044,7662433,7253803.0,408630.0,0.0563,1984399738,0.0039,facebook
Wednesday,September,2020-09-23,755,7828,6730.0,1098.0,0.1632,1556526,0.0051,6243774,7662433.0,-1418659.0,-0.1851,1990643512,0.0031,facebook
Thursday,September,2020-09-24,800,7857,7828.0,29.0,0.0037,1564383,0.005,7516418,6243774.0,1272644.0,0.2038,1998159930,0.0038,facebook
Friday,September,2020-09-25,750,7464,7857.0,-393.0,-0.05,1571847,0.0048,6164986,7516418.0,-1351432.0,-0.1798,2004324916,0.0031,facebook
Saturday,September,2020-09-26,690,6180,7464.0,-1284.0,-0.172,1578027,0.0039,7173238,6164986.0,1008252.0,0.1635,2011498154,0.0036,facebook
Sunday,September,2020-09-27,684,5932,6180.0,-248.0,-0.0401,1583959,0.0038,6592650,7173238.0,-580588.0,-0.0809,2018090804,0.0033,facebook
Monday,September,2020-09-28,752,6613,5932.0,681.0,0.1148,1590572,0.0042,6785290,6592650.0,192640.0,0.0292,2024876094,0.0034,facebook
Tuesday,September,2020-09-29,767,6768,6613.0,155.0,0.0234,1597340,0.0043,6948141,6785290.0,162851.0,0.024,2031824235,0.0034,facebook
Thursday,October,2020-10-01,782,7660,6768.0,892.0,0.1318,1605000,0.0048,7612398,6948141.0,664257.0,0.0956,2039436633,0.0037,facebook
Friday,October,2020-10-02,764,6709,7660.0,-951.0,-0.1242,1611709,0.0042,7142543,7612398.0,-469855.0,-0.0617,2046579176,0.0035,facebook
Saturday,October,2020-10-03,680,5523,6709.0,-1186.0,-0.1768,1617232,0.0034,6629140,7142543.0,-513403.0,-0.0719,2053208316,0.0032,facebook
Sunday,October,2020-10-04,651,5076,5523.0,-447.0,-0.0809,1622308,0.0031,6900831,6629140.0,271691.0,0.041,2060109147,0.0034,facebook
Monday,October,2020-10-05,743,6531,5076.0,1455.0,0.2866,1628839,0.004,8191601,6900831.0,1290770.0,0.187,2068300748,0.004,facebook
Tuesday,October,2020-10-06,758,6537,6531.0,6.0,0.0009,1635376,0.004,8339954,8191601.0,148353.0,0.0181,2076640702,0.004,facebook
Wednesday,October,2020-10-07,770,6773,6537.0,236.0,0.0361,1642149,0.0041,7570360,8339954.0,-769594.0,-0.0923,2084211062,0.0036,facebook
Thursday,October,2020-10-08,787,7735,6773.0,962.0,0.142,1649884,0.0047,8444422,7570360.0,874062.0,0.1155,2092655484,0.0041,facebook
Friday,October,2020-10-09,759,6852,7735.0,-883.0,-0.1142,1656736,0.0042,7654709,8444422.0,-789713.0,-0.0935,2100310193,0.0037,facebook
Saturday,October,2020-10-10,704,6227,6852.0,-625.0,-0.0912,1662963,0.0038,7649402,7654709.0,-5307.0,-0.0007,2107959595,0.0036,facebook
Sunday,October,2020-10-11,659,5180,6227.0,-1047.0,-0.1681,1668143,0.0031,7249351,7649402.0,-400051.0,-0.0523,2115208946,0.0034,facebook
Monday,October,2020-10-12,760,6519,5180.0,1339.0,0.2585,1674662,0.0039,8533334,7249351.0,1283983.0,0.1771,2123742280,0.004,facebook
Tuesday,October,2020-10-13,725,6424,6519.0,-95.0,-0.0146,1681086,0.0038,8416910,8533334.0,-116424.0,-0.0136,2132159190,0.004,facebook
Wednesday,October,2020-10-14,749,7100,6424.0,676.0,0.1052,1688186,0.0042,9237194,8416910.0,820284.0,0.0975,2141396384,0.0043,facebook
Thursday,October,2020-10-15,738,6676,7100.0,-424.0,-0.0597,1694862,0.004,9623515,9237194.0,386321.0,0.0418,2151019899,0.0045,facebook
Friday,October,2020-10-16,769,7028,6676.0,352.0,0.0527,1701890,0.0041,11914254,9623515.0,2290739.0,0.238,2162934153,0.0055,facebook
Saturday,October,2020-10-17,628,4539,7028.0,-2489.0,-0.3542,1706429,0.0027,8816453,11914254.0,-3097801.0,-0.26,2171750606,0.0041,facebook
Sunday,October,2020-10-18,597,4616,4539.0,77.0,0.017,1711045,0.0027,8115714,8816453.0,-700739.0,-0.0795,2179866320,0.0037,facebook
Monday,October,2020-10-19,732,7000,4616.0,2384.0,0.5165,1718045,0.0041,10026660,8115714.0,1910946.0,0.2355,2189892980,0.0046,facebook
Tuesday,October,2020-10-20,754,7008,7000.0,8.0,0.0011,1725053,0.0041,10295520,10026660.0,268860.0,0.0268,2200188500,0.0047,facebook
Wednesday,October,2020-10-21,724,6904,7008.0,-104.0,-0.0148,1731957,0.004,9694274,10295520.0,-601246.0,-0.0584,2209882774,0.0044,facebook
Thursday,October,2020-10-22,746,7918,6904.0,1014.0,0.1469,1739875,0.0046,8868643,9694274.0,-825631.0,-0.0852,2218751417,0.004,facebook
Friday,October,2020-10-23,717,6348,7918.0,-1570.0,-0.1983,1746223,0.0036,8539640,8868643.0,-329003.0,-0.0371,2227291057,0.0038,facebook
Saturday,October,2020-10-24,689,6098,6348.0,-250.0,-0.0394,1752321,0.0035,9513539,8539640.0,973899.0,0.114,2236804596,0.0043,facebook
Sunday,October,2020-10-25,643,5727,6098.0,-371.0,-0.0608,1758048,0.0033,7774886,9513539.0,-1738653.0,-0.1828,2244579482,0.0035,facebook
Monday,October,2020-10-26,727,6621,5727.0,894.0,0.1561,1764669,0.0038,8732518,7774886.0,957632.0,0.1232,2253312000,0.0039,facebook
Tuesday,October,2020-10-27,746,7026,6621.0,405.0,0.0612,1771695,0.004,10757068,8732518.0,2024550.0,0.2318,2264069068,0.0048,facebook
Wednesday,October,2020-10-28,764,7423,7026.0,397.0,0.0565,1779118,0.0042,10155613,10757068.0,-601455.0,-0.0559,2274224681,0.0045,facebook
Thursday,October,2020-10-29,728,7558,7423.0,135.0,0.0182,1786676,0.0042,9092438,10155613.0,-1063175.0,-0.1047,2283317119,0.004,facebook
Friday,October,2020-10-30,769,8139,7558.0,581.0,0.0769,1794815,0.0046,10398955,9092438.0,1306517.0,0.1437,2293716074,0.0046,facebook
Saturday,October,2020-10-31,692,6114,8139.0,-2025.0,-0.2488,1800929,0.0034,9012612,10398955.0,-1386343.0,-0.1333,2302728686,0.0039,facebook
Sunday,November,2020-11-01,656,5979,6114.0,-135.0,-0.0221,1806908,0.0033,9146284,9012612.0,133672.0,0.0148,2311874970,0.004,facebook
Monday,November,2020-11-02,754,6845,5979.0,866.0,0.1448,1813753,0.0038,9124870,9146284.0,-21414.0,-0.0023,2320999840,0.0039,facebook
Tuesday,November,2020-11-03,740,6980,6845.0,135.0,0.0197,1820733,0.0038,9051716,9124870.0,-73154.0,-0.008,2330051556,0.0039,facebook
Wednesday,November,2020-11-04,764,6972,6980.0,-8.0,-0.0011,1827705,0.0038,9266305,9051716.0,214589.0,0.0237,2339317861,0.004,facebook
Thursday,November,2020-11-05,788,8504,6972.0,1532.0,0.2197,1836209,0.0047,9081974,9266305.0,-184331.0,-0.0199,2348399835,0.0039,facebook
Friday,November,2020-11-06,767,7447,8504.0,-1057.0,-0.1243,1843656,0.0041,8187924,9081974.0,-894050.0,-0.0984,2356587759,0.0035,facebook
Saturday,November,2020-11-07,670,6116,7447.0,-1331.0,-0.1787,1849772,0.0033,9256534,8187924.0,1068610.0,0.1305,2365844293,0.0039,facebook
Sunday,November,2020-11-08,661,5720,6116.0,-396.0,-0.0647,1855492,0.0031,8909425,9256534.0,-347109.0,-0.0375,2374753718,0.0038,facebook
Monday,November,2020-11-09,772,6928,5720.0,1208.0,0.2112,1862420,0.0037,9962892,8909425.0,1053467.0,0.1182,2384716610,0.0042,facebook
Tuesday,November,2020-11-10,783,8193,6928.0,1265.0,0.1826,1870613,0.0044,8712153,9962892.0,-1250739.0,-0.1255,2393428763,0.0037,facebook
Wednesday,November,2020-11-11,799,8089,8193.0,-104.0,-0.0127,1878702,0.0043,10518382,8712153.0,1806229.0,0.2073,2403947145,0.0044,facebook
Thursday,November,2020-11-12,756,7593,8089.0,-496.0,-0.0613,1886295,0.004,9933002,10518382.0,-585380.0,-0.0557,2413880147,0.0041,facebook
Friday,November,2020-11-13,754,7449,7593.0,-144.0,-0.019,1893744,0.0039,9044861,9933002.0,-888141.0,-0.0894,2422925008,0.0037,facebook
Saturday,November,2020-11-14,669,6211,7449.0,-1238.0,-0.1662,1899955,0.0033,9205444,9044861.0,160583.0,0.0178,2432130452,0.0038,facebook
Sunday,November,2020-11-15,649,5535,6211.0,-676.0,-0.1088,1905490,0.0029,9844418,9205444.0,638974.0,0.0694,2441974870,0.004,facebook
Monday,November,2020-11-16,751,7253,5535.0,1718.0,0.3104,1912743,0.0038,9610416,9844418.0,-234002.0,-0.0238,2451585286,0.0039,facebook
Tuesday,November,2020-11-17,729,7462,7253.0,209.0,0.0288,1920205,0.0039,8663743,9610416.0,-946673.0,-0.0985,2460249029,0.0035,facebook
Wednesday,November,2020-11-18,746,7532,7462.0,70.0,0.0094,1927737,0.0039,8592986,8663743.0,-70757.0,-0.0082,2468842015,0.0035,facebook
Thursday,November,2020-11-19,740,7236,7532.0,-296.0,-0.0393,1934973,0.0038,9075676,8592986.0,482690.0,0.0562,2477917691,0.0037,facebook
Friday,November,2020-11-20,746,7380,7236.0,144.0,0.0199,1942353,0.0038,8114975,9075676.0,-960701.0,-0.1059,2486032666,0.0033,facebook
Saturday,November,2020-11-21,694,6689,7380.0,-691.0,-0.0936,1949042,0.0034,7407620,8114975.0,-707355.0,-0.0872,2493440286,0.003,facebook
Sunday,November,2020-11-22,662,5320,6689.0,-1369.0,-0.2047,1954362,0.0027,7400467,7407620.0,-7153.0,-0.001,2500840753,0.003,facebook
Monday,November,2020-11-23,770,7757,5320.0,2437.0,0.4581,1962119,0.004,8108547,7400467.0,708080.0,0.0957,2508949300,0.0032,facebook
Tuesday,November,2020-11-24,767,8193,7757.0,436.0,0.0562,1970312,0.0042,8665669,8108547.0,557122.0,0.0687,2517614969,0.0035,facebook
Wednesday,November,2020-11-25,752,7714,8193.0,-479.0,-0.0585,1978026,0.0039,8653179,8665669.0,-12490.0,-0.0014,2526268148,0.0034,facebook
Thursday,November,2020-11-26,758,8555,7714.0,841.0,0.109,1986581,0.0043,7942309,8653179.0,-710870.0,-0.0822,2534210457,0.0031,facebook
Friday,November,2020-11-27,746,8101,8555.0,-454.0,-0.0531,1994682,0.0041,7946634,7942309.0,4325.0,0.0005,2542157091,0.0031,facebook
Saturday,November,2020-11-28,664,6047,8101.0,-2054.0,-0.2535,2000729,0.003,7955722,7946634.0,9088.0,0.0011,2550112813,0.0031,facebook
Sunday,November,2020-11-29,642,5324,6047.0,-723.0,-0.1196,2006053,0.0027,8534667,7955722.0,578945.0,0.0728,2558647480,0.0033,facebook
Monday,November,2020-11-30,745,7420,5324.0,2096.0,0.3937,2013473,0.0037,8681379,8534667.0,146712.0,0.0172,2567328859,0.0034,facebook
Tuesday,December,2020-12-01,784,8301,7420.0,881.0,0.1187,2021774,0.0041,10627936,8681379.0,1946557.0,0.2242,2577956795,0.0041,facebook
Wednesday,December,2020-12-02,757,8155,8301.0,-146.0,-0.0176,2029929,0.004,8552929,10627936.0,-2075007.0,-0.1952,2586509724,0.0033,facebook
Thursday,December,2020-12-03,760,8204,8155.0,49.0,0.006,2038133,0.004,8067315,8552929.0,-485614.0,-0.0568,2594577039,0.0031,facebook
Friday,December,2020-12-04,768,7911,8204.0,-293.0,-0.0357,2046044,0.0039,9380844,8067315.0,1313529.0,0.1628,2603957883,0.0036,facebook
Saturday,December,2020-12-05,724,6264,7911.0,-1647.0,-0.2082,2052308,0.0031,7304237,9380844.0,-2076607.0,-0.2214,2611262120,0.0028,facebook
Sunday,December,2020-12-06,636,6208,6264.0,-56.0,-0.0089,2058516,0.003,7119710,7304237.0,-184527.0,-0.0253,2618381830,0.0027,facebook
Monday,December,2020-12-07,710,6057,6208.0,-151.0,-0.0243,2064573,0.0029,7665578,7119710.0,545868.0,0.0767,2626047408,0.0029,facebook
