day_name,month_name,created_date,channel,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate
Saturday,June,2020-06-27,facebook,1063,8917,10476.0,-1559.0,-0.1488,1557361,0.0058,11720870,14106827.0,-2385957.0,-0.1691,1953684981,0.006
Sunday,June,2020-06-28,facebook,1020,7607,8917.0,-1310.0,-0.1469,1564968,0.0049,11309210,11720870.0,-411660.0,-0.0351,1964994191,0.0058
Monday,June,2020-06-29,facebook,1093,9887,7607.0,2280.0,0.2997,1574855,0.0063,11498680,11309210.0,189470.0,0.0168,1976492871,0.0059
Wednesday,July,2020-07-01,facebook,1175,10928,9887.0,1041.0,0.1053,1585783,0.0069,12439123,11498680.0,940443.0,0.0818,1988931994,0.0063
Thursday,July,2020-07-02,facebook,1139,10605,10928.0,-323.0,-0.0296,1596388,0.0067,11655247,12439123.0,-783876.0,-0.063,2000587241,0.0059
Friday,July,2020-07-03,facebook,1135,11054,10605.0,449.0,0.0423,1607442,0.0069,10512333,11655247.0,-1142914.0,-0.0981,2011099574,0.0053
Saturday,July,2020-07-04,facebook,1066,9088,11054.0,-1966.0,-0.1779,1616530,0.0057,9819988,10512333.0,-692345.0,-0.0659,2020919562,0.0049
Sunday,July,2020-07-05,facebook,982,7525,9088.0,-1563.0,-0.172,1624055,0.0047,9688010,9819988.0,-131978.0,-0.0134,2030607572,0.0048
Monday,July,2020-07-06,facebook,984,7756,7525.0,231.0,0.0307,1631811,0.0048,10249917,9688010.0,561907.0,0.058,2040857489,0.005
Tuesday,July,2020-07-07,facebook,1089,9563,7756.0,1807.0,0.233,1641374,0.0059,11018879,10249917.0,768962.0,0.075,2051876368,0.0054
Wednesday,July,2020-07-08,facebook,1110,9980,9563.0,417.0,0.0436,1651354,0.0061,10485130,11018879.0,-533749.0,-0.0484,2062361498,0.0051
Thursday,July,2020-07-09,facebook,1148,10210,9980.0,230.0,0.023,1661564,0.0062,10150549,10485130.0,-334581.0,-0.0319,2072512047,0.0049
Friday,July,2020-07-10,facebook,1102,10306,10210.0,96.0,0.0094,1671870,0.0062,12211583,10150549.0,2061034.0,0.203,2084723630,0.0059
Saturday,July,2020-07-11,facebook,1030,8592,10306.0,-1714.0,-0.1663,1680462,0.0051,9742542,12211583.0,-2469041.0,-0.2022,2094466172,0.0047
Sunday,July,2020-07-12,facebook,986,7888,8592.0,-704.0,-0.0819,1688350,0.0047,10257996,9742542.0,515454.0,0.0529,2104724168,0.0049
Monday,July,2020-07-13,facebook,1105,9557,7888.0,1669.0,0.2116,1697907,0.0057,15137496,10257996.0,4879500.0,0.4757,2119861664,0.0072
Tuesday,July,2020-07-14,facebook,1157,10125,9557.0,568.0,0.0594,1708032,0.006,13698082,15137496.0,-1439414.0,-0.0951,2133559746,0.0065
Wednesday,July,2020-07-15,facebook,1155,10693,10125.0,568.0,0.0561,1718725,0.0063,13227678,13698082.0,-470404.0,-0.0343,2146787424,0.0062
Thursday,July,2020-07-16,facebook,1136,10501,10693.0,-192.0,-0.018,1729226,0.0061,11296215,13227678.0,-1931463.0,-0.146,2158083639,0.0053
Friday,July,2020-07-17,facebook,1140,10229,10501.0,-272.0,-0.0259,1739455,0.0059,11899002,11296215.0,602787.0,0.0534,2169982641,0.0055
Saturday,July,2020-07-18,facebook,1056,8891,10229.0,-1338.0,-0.1308,1748346,0.0051,12586918,11899002.0,687916.0,0.0578,2182569559,0.0058
Sunday,July,2020-07-19,facebook,1020,7535,8891.0,-1356.0,-0.1525,1755881,0.0043,10333435,12586918.0,-2253483.0,-0.179,2192902994,0.0047
Monday,July,2020-07-20,facebook,1100,10173,7535.0,2638.0,0.3501,1766054,0.0058,11948254,10333435.0,1614819.0,0.1563,2204851248,0.0054
Tuesday,July,2020-07-21,facebook,1109,10186,10173.0,13.0,0.0013,1776240,0.0058,12077041,11948254.0,128787.0,0.0108,2216928289,0.0055
Wednesday,July,2020-07-22,facebook,1116,10326,10186.0,140.0,0.0137,1786566,0.0058,11413017,12077041.0,-664024.0,-0.055,2228341306,0.0051
Thursday,July,2020-07-23,facebook,1156,10623,10326.0,297.0,0.0288,1797189,0.0059,12920203,11413017.0,1507186.0,0.1321,2241261509,0.0058
Friday,July,2020-07-24,facebook,1168,11188,10623.0,565.0,0.0532,1808377,0.0062,12660519,12920203.0,-259684.0,-0.0201,2253922028,0.0056
Saturday,July,2020-07-25,facebook,1046,8996,11188.0,-2192.0,-0.1959,1817373,0.005,11476557,12660519.0,-1183962.0,-0.0935,2265398585,0.0051
Sunday,July,2020-07-26,facebook,995,8177,8996.0,-819.0,-0.091,1825550,0.0045,10155381,11476557.0,-1321176.0,-0.1151,2275553966,0.0045
Monday,July,2020-07-27,facebook,1043,8291,8177.0,114.0,0.0139,1833841,0.0045,10578956,10155381.0,423575.0,0.0417,2286132922,0.0046
Tuesday,July,2020-07-28,facebook,1055,8482,8291.0,191.0,0.023,1842323,0.0046,11222585,10578956.0,643629.0,0.0608,2297355507,0.0049
Wednesday,July,2020-07-29,facebook,1108,11111,8482.0,2629.0,0.31,1853434,0.006,11689541,11222585.0,466956.0,0.0416,2309045048,0.0051
Thursday,July,2020-07-30,facebook,1146,10742,11111.0,-369.0,-0.0332,1864176,0.0058,11415099,11689541.0,-274442.0,-0.0235,2320460147,0.0049
Friday,July,2020-07-31,facebook,1110,10755,10742.0,13.0,0.0012,1874931,0.0058,12218364,11415099.0,803265.0,0.0704,2332678511,0.0053
Saturday,August,2020-08-01,facebook,1061,9355,10755.0,-1400.0,-0.1302,1884286,0.005,11210050,12218364.0,-1008314.0,-0.0825,2343888561,0.0048
Sunday,August,2020-08-02,facebook,990,7939,9355.0,-1416.0,-0.1514,1892225,0.0042,10111445,11210050.0,-1098605.0,-0.098,2354000006,0.0043
Monday,August,2020-08-03,facebook,1108,10071,7939.0,2132.0,0.2685,1902296,0.0053,11984601,10111445.0,1873156.0,0.1853,2365984607,0.0051
Tuesday,August,2020-08-04,facebook,1143,9604,10071.0,-467.0,-0.0464,1911900,0.005,11585275,11984601.0,-399326.0,-0.0333,2377569882,0.0049
Wednesday,August,2020-08-05,facebook,1154,9941,9604.0,337.0,0.0351,1921841,0.0052,12326563,11585275.0,741288.0,0.064,2389896445,0.0052
Thursday,August,2020-08-06,facebook,1094,10246,9941.0,305.0,0.0307,1932087,0.0053,11274900,12326563.0,-1051663.0,-0.0853,2401171345,0.0047
Friday,August,2020-08-07,facebook,1125,11463,10246.0,1217.0,0.1188,1943550,0.0059,12402212,11274900.0,1127312.0,0.1,2413573557,0.0052
Saturday,August,2020-08-08,facebook,1062,9652,11463.0,-1811.0,-0.158,1953202,0.005,10971285,12402212.0,-1430927.0,-0.1154,2424544842,0.0045
Sunday,August,2020-08-09,facebook,977,8234,9652.0,-1418.0,-0.1469,1961436,0.0042,11166172,10971285.0,194887.0,0.0178,2435711014,0.0046
Monday,August,2020-08-10,facebook,1079,10643,8234.0,2409.0,0.2926,1972079,0.0054,11553596,11166172.0,387424.0,0.0347,2447264610,0.0047
Tuesday,August,2020-08-11,facebook,1116,11035,10643.0,392.0,0.0368,1983114,0.0056,11778646,11553596.0,225050.0,0.0195,2459043256,0.0048
Wednesday,August,2020-08-12,facebook,1098,8897,11035.0,-2138.0,-0.1937,1992011,0.0045,12989967,11778646.0,1211321.0,0.1028,2472033223,0.0053
Thursday,August,2020-08-13,facebook,1097,10424,8897.0,1527.0,0.1716,2002435,0.0052,12820491,12989967.0,-169476.0,-0.013,2484853714,0.0052
Friday,August,2020-08-14,facebook,1099,10442,10424.0,18.0,0.0017,2012877,0.0052,12244520,12820491.0,-575971.0,-0.0449,2497098234,0.0049
Saturday,August,2020-08-15,facebook,1032,8733,10442.0,-1709.0,-0.1637,2021610,0.0043,10737237,12244520.0,-1507283.0,-0.1231,2507835471,0.0043
Sunday,August,2020-08-16,facebook,970,8166,8733.0,-567.0,-0.0649,2029776,0.004,10510236,10737237.0,-227001.0,-0.0211,2518345707,0.0042
Monday,August,2020-08-17,facebook,1089,9412,8166.0,1246.0,0.1526,2039188,0.0046,11209370,10510236.0,699134.0,0.0665,2529555077,0.0045
Tuesday,August,2020-08-18,facebook,1103,9650,9412.0,238.0,0.0253,2048838,0.0047,11401416,11209370.0,192046.0,0.0171,2540956493,0.0045
Wednesday,August,2020-08-19,facebook,1111,10068,9650.0,418.0,0.0433,2058906,0.0049,11113562,11401416.0,-287854.0,-0.0252,2552070055,0.0044
Thursday,August,2020-08-20,facebook,1111,11050,10068.0,982.0,0.0975,2069956,0.0054,10932518,11113562.0,-181044.0,-0.0163,2563002573,0.0043
Friday,August,2020-08-21,facebook,1124,11036,11050.0,-14.0,-0.0013,2080992,0.0053,10933724,10932518.0,1206.0,0.0001,2573936297,0.0043
Saturday,August,2020-08-22,facebook,1039,8571,11036.0,-2465.0,-0.2234,2089563,0.0041,10702820,10933724.0,-230904.0,-0.0211,2584639117,0.0042
Sunday,August,2020-08-23,facebook,993,7976,8571.0,-595.0,-0.0694,2097539,0.0038,10103729,10702820.0,-599091.0,-0.056,2594742846,0.0039
Monday,August,2020-08-24,facebook,1098,10098,7976.0,2122.0,0.266,2107637,0.0048,11336486,10103729.0,1232757.0,0.122,2606079332,0.0044
Tuesday,August,2020-08-25,facebook,1089,10394,10098.0,296.0,0.0293,2118031,0.0049,12039931,11336486.0,703445.0,0.0621,2618119263,0.0046
Wednesday,August,2020-08-26,facebook,1102,10740,10394.0,346.0,0.0333,2128771,0.0051,11650632,12039931.0,-389299.0,-0.0323,2629769895,0.0045
Thursday,August,2020-08-27,facebook,1127,10614,10740.0,-126.0,-0.0117,2139385,0.005,13117870,11650632.0,1467238.0,0.1259,2642887765,0.005
Friday,August,2020-08-28,facebook,1102,10744,10614.0,130.0,0.0122,2150129,0.005,11052650,13117870.0,-2065220.0,-0.1574,2653940415,0.0042
Saturday,August,2020-08-29,facebook,1006,8889,10744.0,-1855.0,-0.1727,2159018,0.0041,11601669,11052650.0,549019.0,0.0497,2665542084,0.0044
Sunday,August,2020-08-30,facebook,1003,7934,8889.0,-955.0,-0.1074,2166952,0.0037,10828669,11601669.0,-773000.0,-0.0666,2676370753,0.0041
Monday,August,2020-08-31,facebook,1101,10458,7934.0,2524.0,0.3181,2177410,0.0048,11601517,10828669.0,772848.0,0.0714,2687972270,0.0043
Tuesday,September,2020-09-01,facebook,1137,10633,10458.0,175.0,0.0167,2188043,0.0049,13094233,11601517.0,1492716.0,0.1287,2701066503,0.0049
Wednesday,September,2020-09-02,facebook,1115,10761,10633.0,128.0,0.012,2198804,0.0049,11307145,13094233.0,-1787088.0,-0.1365,2712373648,0.0042
Thursday,September,2020-09-03,facebook,1113,10917,10761.0,156.0,0.0145,2209721,0.005,11463851,11307145.0,156706.0,0.0139,2723837499,0.0042
Friday,September,2020-09-04,facebook,1048,9329,10917.0,-1588.0,-0.1455,2219050,0.0042,10364387,11463851.0,-1099464.0,-0.0959,2734201886,0.0038
Saturday,September,2020-09-05,facebook,1022,8213,9329.0,-1116.0,-0.1196,2227263,0.0037,10328587,10364387.0,-35800.0,-0.0035,2744530473,0.0038
Sunday,September,2020-09-06,facebook,992,8121,8213.0,-92.0,-0.0112,2235384,0.0036,10765281,10328587.0,436694.0,0.0423,2755295754,0.0039
Monday,September,2020-09-07,facebook,1006,8557,8121.0,436.0,0.0537,2243941,0.0038,10631055,10765281.0,-134226.0,-0.0125,2765926809,0.0039
Tuesday,September,2020-09-08,facebook,1130,10745,8557.0,2188.0,0.2557,2254686,0.0048,11886085,10631055.0,1255030.0,0.1181,2777812894,0.0043
Wednesday,September,2020-09-09,facebook,1161,10959,10745.0,214.0,0.0199,2265645,0.0049,11596840,11886085.0,-289245.0,-0.0243,2789409734,0.0042
Thursday,September,2020-09-10,facebook,1127,10077,10959.0,-882.0,-0.0805,2275722,0.0044,11780721,11596840.0,183881.0,0.0159,2801190455,0.0042
Friday,September,2020-09-11,facebook,1118,10376,10077.0,299.0,0.0297,2286098,0.0046,12190466,11780721.0,409745.0,0.0348,2813380921,0.0044
Saturday,September,2020-09-12,facebook,1062,8672,10376.0,-1704.0,-0.1642,2294770,0.0038,12142904,12190466.0,-47562.0,-0.0039,2825523825,0.0043
Sunday,September,2020-09-13,facebook,984,7847,8672.0,-825.0,-0.0951,2302617,0.0034,9858439,12142904.0,-2284465.0,-0.1881,2835382264,0.0035
Monday,September,2020-09-14,facebook,1094,9900,7847.0,2053.0,0.2616,2312517,0.0043,11021708,9858439.0,1163269.0,0.118,2846403972,0.0039
Tuesday,September,2020-09-15,facebook,1111,9859,9900.0,-41.0,-0.0041,2322376,0.0043,10100633,11021708.0,-921075.0,-0.0836,2856504605,0.0035
Wednesday,September,2020-09-16,facebook,1109,10923,9859.0,1064.0,0.1079,2333299,0.0047,11340111,10100633.0,1239478.0,0.1227,2867844716,0.004
Thursday,September,2020-09-17,facebook,1115,10612,10923.0,-311.0,-0.0285,2343911,0.0045,11780800,11340111.0,440689.0,0.0389,2879625516,0.0041
Friday,September,2020-09-18,facebook,1128,11130,10612.0,518.0,0.0488,2355041,0.0047,10968505,11780800.0,-812295.0,-0.069,2890594021,0.0038
Saturday,September,2020-09-19,facebook,1013,8684,11130.0,-2446.0,-0.2198,2363725,0.0037,12084519,10968505.0,1116014.0,0.1017,2902678540,0.0042
Sunday,September,2020-09-20,facebook,978,7705,8684.0,-979.0,-0.1127,2371430,0.0033,10455038,12084519.0,-1629481.0,-0.1348,2913133578,0.0036
Monday,September,2020-09-21,facebook,1111,10121,7705.0,2416.0,0.3136,2381551,0.0043,10422369,10455038.0,-32669.0,-0.0031,2923555947,0.0036
Tuesday,September,2020-09-22,facebook,1106,9872,10121.0,-249.0,-0.0246,2391423,0.0041,11338476,10422369.0,916107.0,0.0879,2934894423,0.0039
Wednesday,September,2020-09-23,facebook,1088,11123,9872.0,1251.0,0.1267,2402546,0.0047,9843410,11338476.0,-1495066.0,-0.1319,2944737833,0.0034
Thursday,September,2020-09-24,facebook,1147,11171,11123.0,48.0,0.0043,2413717,0.0046,11041906,9843410.0,1198496.0,0.1218,2955779739,0.0037
Friday,September,2020-09-25,facebook,1093,11211,11171.0,40.0,0.0036,2424928,0.0046,9510557,11041906.0,-1531349.0,-0.1387,2965290296,0.0032
Saturday,September,2020-09-26,facebook,1025,9658,11211.0,-1553.0,-0.1385,2434586,0.004,10988340,9510557.0,1477783.0,0.1554,2976278636,0.0037
Sunday,September,2020-09-27,facebook,995,8641,9658.0,-1017.0,-0.1053,2443227,0.0035,9369564,10988340.0,-1618776.0,-0.1473,2985648200,0.0031
Monday,September,2020-09-28,facebook,1085,10166,8641.0,1525.0,0.1765,2453393,0.0042,9633743,9369564.0,264179.0,0.0282,2995281943,0.0032
Tuesday,September,2020-09-29,facebook,1112,10276,10166.0,110.0,0.0108,2463669,0.0042,10371502,9633743.0,737759.0,0.0766,3005653445,0.0035
Thursday,October,2020-10-01,facebook,1151,11864,10276.0,1588.0,0.1545,2475533,0.0048,10950367,10371502.0,578865.0,0.0558,3016603812,0.0036
Friday,October,2020-10-02,facebook,1101,10152,11864.0,-1712.0,-0.1443,2485685,0.0041,10905848,10950367.0,-44519.0,-0.0041,3027509660,0.0036
Saturday,October,2020-10-03,facebook,1002,8719,10152.0,-1433.0,-0.1412,2494404,0.0035,10306400,10905848.0,-599448.0,-0.055,3037816060,0.0034
Sunday,October,2020-10-04,facebook,954,7591,8719.0,-1128.0,-0.1294,2501995,0.003,10248000,10306400.0,-58400.0,-0.0057,3048064060,0.0034
Monday,October,2020-10-05,facebook,1102,9766,7591.0,2175.0,0.2865,2511761,0.0039,11471161,10248000.0,1223161.0,0.1194,3059535221,0.0038
Tuesday,October,2020-10-06,facebook,1112,9762,9766.0,-4.0,-0.0004,2521523,0.0039,11667214,11471161.0,196053.0,0.0171,3071202435,0.0038
Wednesday,October,2020-10-07,facebook,1128,10434,9762.0,672.0,0.0688,2531957,0.0041,10701251,11667214.0,-965963.0,-0.0828,3081903686,0.0035
Thursday,October,2020-10-08,facebook,1127,10994,10434.0,560.0,0.0537,2542951,0.0043,12122131,10701251.0,1420880.0,0.1328,3094025817,0.0039
Friday,October,2020-10-09,facebook,1090,10794,10994.0,-200.0,-0.0182,2553745,0.0042,10814795,12122131.0,-1307336.0,-0.1078,3104840612,0.0035
Saturday,October,2020-10-10,facebook,1034,9411,10794.0,-1383.0,-0.1281,2563156,0.0037,10967665,10814795.0,152870.0,0.0141,3115808277,0.0035
Sunday,October,2020-10-11,facebook,990,7914,9411.0,-1497.0,-0.1591,2571070,0.0031,11124253,10967665.0,156588.0,0.0143,3126932530,0.0036
Monday,October,2020-10-12,facebook,1106,9704,7914.0,1790.0,0.2262,2580774,0.0038,12378468,11124253.0,1254215.0,0.1127,3139310998,0.004
Tuesday,October,2020-10-13,facebook,1052,9125,9704.0,-579.0,-0.0597,2589899,0.0035,12024826,12378468.0,-353642.0,-0.0286,3151335824,0.0038
Wednesday,October,2020-10-14,facebook,1091,10684,9125.0,1559.0,0.1708,2600583,0.0041,13608193,12024826.0,1583367.0,0.1317,3164944017,0.0043
Thursday,October,2020-10-15,facebook,1068,10389,10684.0,-295.0,-0.0276,2610972,0.004,13850256,13608193.0,242063.0,0.0178,3178794273,0.0044
Friday,October,2020-10-16,facebook,1120,11188,10389.0,799.0,0.0769,2622160,0.0043,18275497,13850256.0,4425241.0,0.3195,3197069770,0.0057
Saturday,October,2020-10-17,facebook,935,7437,11188.0,-3751.0,-0.3353,2629597,0.0028,14315694,18275497.0,-3959803.0,-0.2167,3211385464,0.0045
Sunday,October,2020-10-18,facebook,877,6942,7437.0,-495.0,-0.0666,2636539,0.0026,12075610,14315694.0,-2240084.0,-0.1565,3223461074,0.0038
Monday,October,2020-10-19,facebook,1056,10653,6942.0,3711.0,0.5346,2647192,0.004,13978987,12075610.0,1903377.0,0.1576,3237440061,0.0043
Tuesday,October,2020-10-20,facebook,1089,10309,10653.0,-344.0,-0.0323,2657501,0.0039,14356556,13978987.0,377569.0,0.027,3251796617,0.0044
Wednesday,October,2020-10-21,facebook,1039,10528,10309.0,219.0,0.0212,2668029,0.004,13431224,14356556.0,-925332.0,-0.0645,3265227841,0.0041
Thursday,October,2020-10-22,facebook,1094,11677,10528.0,1149.0,0.1091,2679706,0.0044,12252522,13431224.0,-1178702.0,-0.0878,3277480363,0.0038
Friday,October,2020-10-23,facebook,1045,9714,11677.0,-1963.0,-0.1681,2689420,0.0036,12642791,12252522.0,390269.0,0.0319,3290123154,0.0039
Saturday,October,2020-10-24,facebook,1003,8837,9714.0,-877.0,-0.0903,2698257,0.0033,13245156,12642791.0,602365.0,0.0476,3303368310,0.004
Sunday,October,2020-10-25,facebook,937,8341,8837.0,-496.0,-0.0561,2706598,0.0031,10883041,13245156.0,-2362115.0,-0.1783,3314251351,0.0033
Monday,October,2020-10-26,facebook,1058,9639,8341.0,1298.0,0.1556,2716237,0.0036,12322844,10883041.0,1439803.0,0.1323,3326574195,0.0037
Tuesday,October,2020-10-27,facebook,1085,10668,9639.0,1029.0,0.1068,2726905,0.0039,14710570,12322844.0,2387726.0,0.1938,3341284765,0.0044
Wednesday,October,2020-10-28,facebook,1112,11056,10668.0,388.0,0.0364,2737961,0.0041,14681244,14710570.0,-29326.0,-0.002,3355966009,0.0044
Thursday,October,2020-10-29,facebook,1080,11501,11056.0,445.0,0.0402,2749462,0.0042,12922862,14681244.0,-1758382.0,-0.1198,3368888871,0.0039
Friday,October,2020-10-30,facebook,1122,12623,11501.0,1122.0,0.0976,2762085,0.0046,14112636,12922862.0,1189774.0,0.0921,3383001507,0.0042
Saturday,October,2020-10-31,facebook,1019,9690,12623.0,-2933.0,-0.2324,2771775,0.0035,12428025,14112636.0,-1684611.0,-0.1194,3395429532,0.0037
Sunday,November,2020-11-01,facebook,959,8929,9690.0,-761.0,-0.0785,2780704,0.0032,12353015,12428025.0,-75010.0,-0.006,3407782547,0.0036
Monday,November,2020-11-02,facebook,1083,10556,8929.0,1627.0,0.1822,2791260,0.0038,13015391,12353015.0,662376.0,0.0536,3420797938,0.0038
Tuesday,November,2020-11-03,facebook,1085,10366,10556.0,-190.0,-0.018,2801626,0.0037,12908655,13015391.0,-106736.0,-0.0082,3433706593,0.0038
Wednesday,November,2020-11-04,facebook,1106,10393,10366.0,27.0,0.0026,2812019,0.0037,13805949,12908655.0,897294.0,0.0695,3447512542,0.004
Thursday,November,2020-11-05,facebook,1141,12631,10393.0,2238.0,0.2153,2824650,0.0045,12524875,13805949.0,-1281074.0,-0.0928,3460037417,0.0036
Friday,November,2020-11-06,facebook,1116,11774,12631.0,-857.0,-0.0678,2836424,0.0042,12034635,12524875.0,-490240.0,-0.0391,3472072052,0.0035
Saturday,November,2020-11-07,facebook,1006,9443,11774.0,-2331.0,-0.198,2845867,0.0033,13505271,12034635.0,1470636.0,0.1222,3485577323,0.0039
Sunday,November,2020-11-08,facebook,975,8909,9443.0,-534.0,-0.0565,2854776,0.0031,12361579,13505271.0,-1143692.0,-0.0847,3497938902,0.0035
Monday,November,2020-11-09,facebook,1112,10590,8909.0,1681.0,0.1887,2865366,0.0037,13807032,12361579.0,1445453.0,0.1169,3511745934,0.0039
Tuesday,November,2020-11-10,facebook,1155,12378,10590.0,1788.0,0.1688,2877744,0.0043,12460928,13807032.0,-1346104.0,-0.0975,3524206862,0.0035
Wednesday,November,2020-11-11,facebook,1159,12197,12378.0,-181.0,-0.0146,2889941,0.0042,14475569,12460928.0,2014641.0,0.1617,3538682431,0.0041
Thursday,November,2020-11-12,facebook,1094,11317,12197.0,-880.0,-0.0721,2901258,0.0039,13505590,14475569.0,-969979.0,-0.067,3552188021,0.0038
Friday,November,2020-11-13,facebook,1104,11138,11317.0,-179.0,-0.0158,2912396,0.0038,12976158,13505590.0,-529432.0,-0.0392,3565164179,0.0037
Saturday,November,2020-11-14,facebook,994,9740,11138.0,-1398.0,-0.1255,2922136,0.0033,12643481,12976158.0,-332677.0,-0.0256,3577807660,0.0035
Sunday,November,2020-11-15,facebook,946,8331,9740.0,-1409.0,-0.1447,2930467,0.0029,13187668,12643481.0,544187.0,0.043,3590995328,0.0037
Monday,November,2020-11-16,facebook,1096,10407,8331.0,2076.0,0.2492,2940874,0.0036,13310378,13187668.0,122710.0,0.0093,3604305706,0.0037
Tuesday,November,2020-11-17,facebook,1059,10773,10407.0,366.0,0.0352,2951647,0.0037,12084607,13310378.0,-1225771.0,-0.0921,3616390313,0.0034
Wednesday,November,2020-11-18,facebook,1067,11248,10773.0,475.0,0.0441,2962895,0.0038,12683480,12084607.0,598873.0,0.0496,3629073793,0.0035
Thursday,November,2020-11-19,facebook,1083,10842,11248.0,-406.0,-0.0361,2973737,0.0037,12424014,12683480.0,-259466.0,-0.0205,3641497807,0.0034
Friday,November,2020-11-20,facebook,1088,10884,10842.0,42.0,0.0039,2984621,0.0037,11254732,12424014.0,-1169282.0,-0.0941,3652752539,0.0031
Saturday,November,2020-11-21,facebook,1018,10120,10884.0,-764.0,-0.0702,2994741,0.0034,10744803,11254732.0,-509929.0,-0.0453,3663497342,0.0029
Sunday,November,2020-11-22,facebook,963,8126,10120.0,-1994.0,-0.197,3002867,0.0027,10506921,10744803.0,-237882.0,-0.0221,3674004263,0.0029
Monday,November,2020-11-23,facebook,1099,11118,8126.0,2992.0,0.3682,3013985,0.0037,11458966,10506921.0,952045.0,0.0906,3685463229,0.0031
Tuesday,November,2020-11-24,facebook,1134,11773,11118.0,655.0,0.0589,3025758,0.0039,11827589,11458966.0,368623.0,0.0322,3697290818,0.0032
Wednesday,November,2020-11-25,facebook,1097,11697,11773.0,-76.0,-0.0065,3037455,0.0039,11838136,11827589.0,10547.0,0.0009,3709128954,0.0032
Thursday,November,2020-11-26,facebook,1119,13183,11697.0,1486.0,0.127,3050638,0.0043,11532878,11838136.0,-305258.0,-0.0258,3720661832,0.0031
Friday,November,2020-11-27,facebook,1091,12930,13183.0,-253.0,-0.0192,3063568,0.0042,11182087,11532878.0,-350791.0,-0.0304,3731843919,0.003
